recording_id,dataset,subject,status,error,n_channels,sfreq,n_samples,critical_slowing_ar1,emg_beta_gamma_fraction,emg_index,emg_kurtosis,exponent_gamma,exponent_high,exponent_low,lempel_ziv,multiscale_entropy_slope,pac_slow_alpha,relative_alpha_power,relative_delta_power,spatial_participation_ratio,spectral_edge_95,spectral_entropy,uce_v1,whole_head_exponent,wpli_alpha
SC4071E0-PSG@W#0,sleep_edfx_multiwindow,SC4071E0-PSG,ok,,2,100,12000,0.3482029856,0.2814214359,0.4887795203,2.290963329,,0.126993046,1.13517345,0.7723482821,-0.04994527501,0.001059002925,0.08042103012,0.4760831643,0.8483927618,39.77165165,0.8448049208,,0.7055795613,0.006427449153
SC4071E0-PSG@W#1,sleep_edfx_multiwindow,SC4071E0-PSG,ok,,2,100,12000,0.4687539164,0.2537563062,0.5000124329,2.941174962,,-0.430999914,1.328783767,0.6436235684,0.01238985526,0.0008183208366,0.05251016392,0.6482203122,0.741873833,37.00997911,0.7333783292,,0.8235506509,-0.002611719471
SC4071E0-PSG@W#2,sleep_edfx_multiwindow,SC4071E0-PSG,ok,,2,100,12000,0.3471564161,0.2762622871,0.5206958299,3.257663088,,0.03921926932,1.212699599,0.7603062927,-0.04440843409,0.001242942414,0.05809924053,0.5956164578,0.7651431593,38.3920305,0.7766482532,,0.5671616431,-0.001766003773
SC4072E0-PSG@N2#0,sleep_edfx_multiwindow,SC4072E0-PSG,ok,,2,100,12000,0.6692300042,0.02225368778,0.2843467322,1.204778877,,1.821309325,1.630899505,0.5929641649,0.09757478473,0.0002341909895,0.1204599173,0.5390070559,0.7786212042,14.74039662,0.726047453,,1.991881303,0.330314693
SC4072E0-PSG@N2#1,sleep_edfx_multiwindow,SC4072E0-PSG,ok,,2,100,12000,0.6327974171,0.0718674081,0.4505951678,4.859017766,,1.207381486,1.464221361,0.560160125,0.1165956149,0.0005442975501,0.1330995447,0.5157283081,0.8750725281,28.42242686,0.7737877875,,1.664827279,0.3577598173
SC4072E0-PSG@N2#2,sleep_edfx_multiwindow,SC4072E0-PSG,ok,,2,100,12000,0.6445379569,0.02517886936,0.1590745138,0.4143674578,,1.571118057,1.578087884,0.5913032009,0.1043972752,0.0006264995738,0.1371147634,0.528060492,0.8277515811,14.87639269,0.7289540591,,1.919670711,0.3724428956
SC4072E0-PSG@N3#0,sleep_edfx_multiwindow,SC4072E0-PSG,ok,,2,100,12000,0.8435891812,0.004035434891,0.006160882361,0.008355566814,,1.671099164,2.639892643,0.3201508201,0.305891203,0.0006558140314,0.03994924705,0.8422395229,0.8017937655,8.904857939,0.5163419242,,2.747041855,0.4239877221
SC4072E0-PSG@N3#1,sleep_edfx_multiwindow,SC4072E0-PSG,ok,,2,100,12000,0.8671271401,0.003639776851,0.0623510228,0.1377370256,,1.730934655,2.741827858,0.3085240718,0.2835721154,0.0007220318074,0.03091765169,0.8709250115,0.8138441824,7.617313542,0.5044256813,,2.856373061,0.3885127177
SC4072E0-PSG@N3#2,sleep_edfx_multiwindow,SC4072E0-PSG,ok,,2,100,12000,0.8384185444,0.004231319061,0.06732449958,0.1499773824,,1.572203772,2.65792061,0.313922205,0.2729905134,0.0007594762796,0.04274078949,0.8422640172,0.7547033769,8.944012545,0.5047843392,,2.737808389,0.4506710472
SC4072E0-PSG@REM#0,sleep_edfx_multiwindow,SC4072E0-PSG,ok,,2,100,12000,0.6077743375,0.04731009009,0.4293168076,4.30007782,,2.341646093,1.465332456,0.6764276083,0.004812396517,0.0008377897821,0.231307503,0.4324072449,0.8031797444,20.23937584,0.7751930835,,1.668803064,0.03584110527
SC4072E0-PSG@REM#1,sleep_edfx_multiwindow,SC4072E0-PSG,ok,,2,100,12000,0.6022117554,0.05292073069,0.2423934567,0.7601487001,,2.523472548,1.362241649,0.6976048999,0.0580139647,0.0001417886437,0.2126686013,0.4122308958,0.8120009002,21.15256909,0.7946417816,,1.645344397,-0.001343550578
SC4072E0-PSG@REM#2,sleep_edfx_multiwindow,SC4072E0-PSG,ok,,2,100,12000,0.582775598,0.05699245414,0.2500435717,0.7956373922,,2.465095263,1.37153992,0.6627246549,0.05694056292,0.0005891349716,0.1864553923,0.4417972156,0.8498483753,21.90402715,0.7873363594,,1.645865952,0.0564529993
SC4072E0-PSG@W#0,sleep_edfx_multiwindow,SC4072E0-PSG,ok,,2,100,12000,0.4008338268,0.3379405072,0.5609855699,3.630286287,,-0.1738726872,0.8891431604,0.8221772035,-0.03885155816,0.0008593343342,0.06932295235,0.4691354122,0.7247927874,39.73125114,0.8513274835,,0.3197292118,0.004329014794
SC4072E0-PSG@W#1,sleep_edfx_multiwindow,SC4072E0-PSG,ok,,2,100,12000,0.3699592541,0.2730539817,0.4971785729,2.588128287,,0.01557077035,1.111530069,0.8014151529,-0.1020361301,0.001044658686,0.06109389598,0.6182592048,0.6559750523,37.3911711,0.7673684203,,0.5149946367,-0.00231624462
SC4072E0-PSG@W#2,sleep_edfx_multiwindow,SC4072E0-PSG,ok,,2,100,12000,0.3850745598,0.3015598665,0.501661371,2.35303662,,0.06415830431,0.9683608548,0.8230076855,-0.1586528849,0.0008627736425,0.07288071161,0.5424547073,0.6792630349,39.18352975,0.8109370927,,0.3736502652,-0.001508405113
SC4081E0-PSG@N2#0,sleep_edfx_multiwindow,SC4081E0-PSG,ok,,2,100,12000,0.782618229,0.009138697537,0.3951653923,3.57021863,,2.914378615,2.050638605,0.4621632462,0.1604370613,0.0002682340108,0.06911346166,0.670865779,0.8223812708,13.54726332,0.6384098773,,2.407677485,0.07667858558
SC4081E0-PSG@N2#1,sleep_edfx_multiwindow,SC4081E0-PSG,ok,,2,100,12000,0.7960727704,0.0081712224,0.3759909392,2.903362976,,2.698785587,2.162903428,0.4335116164,0.2070174784,0.0002400715077,0.05781569213,0.7244288723,0.705307549,12.56010601,0.6275558099,,2.448172293,0.2244316555
SC4081E0-PSG@N2#2,sleep_edfx_multiwindow,SC4081E0-PSG,ok,,2,100,12000,0.7844152831,0.008559648177,0.3846141358,3.17830714,,2.978684153,2.057589018,0.4459688467,0.209540994,0.0004966463814,0.07421410271,0.7044357014,0.8148852918,13.58554116,0.6461723772,,2.493945589,0.1996911996
SC4081E0-PSG@N3#0,sleep_edfx_multiwindow,SC4081E0-PSG,ok,,2,100,12000,0.896362115,0.00133120945,-0.1321032533,-0.3615403023,,2.936006411,2.948579122,0.2620170785,0.3329409338,0.002211135261,0.014787436,0.9242144988,0.8734159887,5.077172682,0.4234578202,,3.147602414,0.3209128373
SC4081E0-PSG@N3#1,sleep_edfx_multiwindow,SC4081E0-PSG,ok,,2,100,12000,0.9120357802,0.000999325437,-0.1582120967,-0.4650372928,,2.812772602,3.048565896,0.2545427403,0.4272404728,0.001270580994,0.01292553965,0.9309338732,0.857440937,4.709513498,0.4177092656,,3.226080329,0.2476889257
SC4081E0-PSG@N3#2,sleep_edfx_multiwindow,SC4081E0-PSG,ok,,2,100,12000,0.9196547364,0.0008711243001,-0.1757679245,-0.5441796913,,2.804287084,3.096929625,0.243331233,0.3764944961,0.002629367457,0.01029337468,0.9430893155,0.8304723783,4.298968416,0.3971981461,,3.27206165,0.34255887
SC4081E0-PSG@REM#0,sleep_edfx_multiwindow,SC4081E0-PSG,ok,,2,100,12000,0.671457602,0.02817860122,0.2290257461,0.753994827,,3.380453408,1.672455586,0.5032721064,0.1657193921,0.0004448570428,0.1267826056,0.5849031051,0.817590995,16.96211715,0.7207309996,,2.090965859,0.09559175307
SC4081E0-PSG@REM#1,sleep_edfx_multiwindow,SC4081E0-PSG,ok,,2,100,12000,0.6081449318,0.05522848581,0.2901919378,1.105952091,,2.751284602,1.503790141,0.5381523514,0.1344319661,0.0009377308902,0.1364503219,0.5312504764,0.8193950197,21.42485567,0.7494681477,,1.77303445,0.03200967169
SC4081E0-PSG@REM#2,sleep_edfx_multiwindow,SC4081E0-PSG,ok,,2,100,12000,0.7115815731,0.01355656831,0.4209400069,4.824907208,,4.005340496,1.960389463,0.4704680664,0.1723009439,0.0007183501046,0.07160050451,0.7185612436,0.7482506489,12.21418822,0.6246189978,,2.46364388,0.0734677246
SC4081E0-PSG@W#0,sleep_edfx_multiwindow,SC4081E0-PSG,ok,,2,100,12000,0.5136733021,0.1517195807,0.436754217,2.594392288,,0.2590843143,1.567907471,0.6569112808,0.1143545543,0.00064758702,0.04767596748,0.7253386558,0.6200588873,27.89929262,0.6695385136,,1.004784257,0.008418623498
SC4081E0-PSG@W#1,sleep_edfx_multiwindow,SC4081E0-PSG,ok,,2,100,12000,0.5414013145,0.08828021369,0.3450509153,1.511437191,,0.665851563,1.659269033,0.6016842262,0.1200319773,0.0009431514204,0.04852672985,0.7666449896,0.5667728665,21.74738899,0.6204536315,,1.222108611,0.01640457525
SC4081E0-PSG@W#2,sleep_edfx_multiwindow,SC4081E0-PSG,ok,,2,100,12000,0.5120323986,0.1249082438,0.4064058612,2.204136962,,0.580065503,1.540446277,0.6398863993,0.08188169163,0.0007025468653,0.05609585442,0.7145216979,0.6002189869,27.62261842,0.6587934143,,1.010620392,-0.00178711676
SC4082E0-PSG@N2#0,sleep_edfx_multiwindow,SC4082E0-PSG,ok,,2,100,12000,0.7798450295,0.008320957612,0.3824658897,3.108646109,,2.338603443,2.127869638,0.4160714939,0.229561014,0.000481889862,0.04636784666,0.7803088745,0.8032229563,12.93312548,0.5819038525,,2.500965878,0.213117429
SC4082E0-PSG@N2#1,sleep_edfx_multiwindow,SC4082E0-PSG,ok,,2,100,12000,0.7875384447,0.008466872992,0.3975162812,3.685282312,,2.751579004,2.197335532,0.4144105298,0.2353283559,0.0004804103023,0.04494186382,0.8047652113,0.767166363,12.12863546,0.5839526066,,2.477548628,0.2227336993
SC4082E0-PSG@N2#2,sleep_edfx_multiwindow,SC4082E0-PSG,ok,,2,100,12000,0.7916106199,0.007290387065,0.3146155687,1.645088041,,1.58662442,2.23886572,0.418978181,0.2552411927,0.0003900612112,0.04867504048,0.7925311746,0.7748559789,12.60863473,0.578501503,,2.574678508,0.09858210185
SC4082E0-PSG@N3#0,sleep_edfx_multiwindow,SC4082E0-PSG,ok,,2,100,12000,0.9093061465,0.001069396035,-0.02799446684,-0.06051098547,,1.598308115,3.028103725,0.2358568947,0.3314012947,0.001138498828,0.009088987987,0.9497837361,0.6606654691,4.010054628,0.3731134414,,3.261568257,0.2734053829
SC4082E0-PSG@N3#1,sleep_edfx_multiwindow,SC4082E0-PSG,ok,,2,100,12000,0.9228893044,0.001050806446,0.06230548025,0.1409796173,,1.391860429,3.120935106,0.2416702689,0.3258334305,0.001398259724,0.007639157119,0.9577035715,0.633035721,3.701706158,0.3612313194,,3.323026082,0.2007223097
SC4082E0-PSG@N3#2,sleep_edfx_multiwindow,SC4082E0-PSG,ok,,2,100,12000,0.9145907968,0.000981103164,-0.01750017748,-0.03732444612,,1.265785162,3.121447322,0.2495598481,0.3265732376,0.0006901351184,0.008742651249,0.9514172882,0.6618654751,3.946869533,0.3740656683,,3.33568058,0.2196901539
SC4082E0-PSG@REM#0,sleep_edfx_multiwindow,SC4082E0-PSG,ok,,2,100,12000,0.6674235419,0.03355116756,0.2499318778,0.8737560183,,2.609188808,1.683501157,0.5020263833,0.1696349644,0.0002223675509,0.09181347275,0.6225836542,0.6206452881,17.70957633,0.700074938,,1.946307088,0.006286110788
SC4082E0-PSG@REM#1,sleep_edfx_multiwindow,SC4082E0-PSG,ok,,2,100,12000,0.6635759701,0.04067062194,0.3646050898,2.210680599,,1.993435917,1.741624,0.4600870411,0.1952876034,0.0008490300988,0.08998450911,0.6713277497,0.6249878033,19.40530978,0.6739335739,,1.914832241,-0.001012533042
SC4082E0-PSG@REM#2,sleep_edfx_multiwindow,SC4082E0-PSG,ok,,2,100,12000,0.6770736242,0.02475486414,0.3920570503,3.15557192,,3.473715666,1.66998733,0.5161445777,0.1601380818,0.0005188038806,0.1285160927,0.574480597,0.6974848939,16.40954564,0.725275811,,2.160918048,0.01368362894
SC4082E0-PSG@W#0,sleep_edfx_multiwindow,SC4082E0-PSG,ok,,2,100,12000,0.5476670437,0.1259070968,0.4235508104,2.586730126,,0.3975286523,1.822655215,0.5796764526,0.09314664668,0.00114418662,0.02637114769,0.7896024911,0.563932784,17.36991051,0.6203327999,,1.000401663,-0.00125659645
SC4082E0-PSG@W#1,sleep_edfx_multiwindow,SC4082E0-PSG,ok,,2,100,12000,0.5946990383,0.1074150271,0.4145679329,2.593513775,,0.5336784354,1.944519422,0.5232036749,0.09670713449,0.001877036594,0.02010522316,0.8369429228,0.5461660036,9.539670981,0.581365836,,1.261507905,0.002759710054
SC4082E0-PSG@W#2,sleep_edfx_multiwindow,SC4082E0-PSG,ok,,2,100,12000,0.4967799037,0.08910848288,0.450685119,4.326565191,,0.8995324074,1.851687521,0.6228615178,0.01765132593,0.00116597628,0.02475659256,0.8234152599,0.5664265523,12.55371514,0.5948350709,,1.014348492,-0.001190015624
SC4091E0-PSG@N2#0,sleep_edfx_multiwindow,SC4091E0-PSG,ok,,2,100,12000,0.5987035757,0.0504574034,0.4993217089,18.29980848,,1.256774295,1.649072758,0.4663156563,0.1794360689,0.0002386021016,0.04923276221,0.7534472952,0.8188809514,19.02004467,0.6064041814,,1.673186621,0.2247842084
SC4091E0-PSG@N2#1,sleep_edfx_multiwindow,SC4091E0-PSG,ok,,2,100,12000,0.6841550383,0.01312566826,0.3987890284,3.639346235,,2.695244737,1.946170513,0.4962130092,0.1334155351,0.0002750500711,0.04164336861,0.7426679599,0.7025452572,14.37476595,0.627477604,,2.301025515,0.4312146801
SC4091E0-PSG@N2#2,sleep_edfx_multiwindow,SC4091E0-PSG,ok,,2,100,12000,0.6914604091,0.01489667378,0.4425669371,6.706368882,,2.514505417,1.908550021,0.4663156563,0.1794393817,0.0004059176753,0.04970920062,0.7559519202,0.6649411102,14.27731833,0.6007849317,,2.25787174,0.3746089516
SC4091E0-PSG@N3#0,sleep_edfx_multiwindow,SC4091E0-PSG,ok,,2,100,12000,0.8757349976,0.002879884524,0.1122195569,0.2846192513,,2.166185209,2.718550392,0.2773809959,0.3201538833,0.001364649825,0.01540953099,0.9117299363,0.7661361014,5.656259187,0.471738952,,2.867317926,0.4721355275
SC4091E0-PSG@N3#1,sleep_edfx_multiwindow,SC4091E0-PSG,ok,,2,100,12000,0.8735886318,0.003296182967,0.1627268517,0.4752690045,,1.943568531,2.741700942,0.279457201,0.3336181294,0.0007824396361,0.01536780249,0.9164623011,0.774377799,5.449250649,0.4661312707,,2.801757509,0.4210515007
SC4091E0-PSG@N3#2,sleep_edfx_multiwindow,SC4091E0-PSG,ok,,2,100,12000,0.8732472628,0.003128505642,0.2139079077,0.7381851936,,2.218595359,2.665597609,0.280702924,0.3074351985,0.0006743089608,0.01626977727,0.9125599213,0.6852812738,5.628824228,0.4453122362,,2.812407562,0.2994610704
SC4091E0-PSG@REM#0,sleep_edfx_multiwindow,SC4091E0-PSG,ok,,2,100,12000,0.6235656195,0.06754694317,0.4722903341,7.132311071,,1.618572945,1.786761405,0.5385675924,0.1881670193,0.0004300288788,0.1054032851,0.6238395908,0.8431551466,24.41248619,0.7065655033,,1.488797581,0.2345359739
SC4091E0-PSG@REM#1,sleep_edfx_multiwindow,SC4091E0-PSG,ok,,2,100,12000,0.6619281443,0.04109389732,0.389103999,2.803931679,,1.988143535,1.941989195,0.4957977682,0.1897980725,0.0005515798954,0.07644144459,0.691260441,0.8174003826,18.06096839,0.6672737686,,1.71173376,0.07204407859
SC4091E0-PSG@REM#2,sleep_edfx_multiwindow,SC4091E0-PSG,ok,,2,100,12000,0.6406472601,0.0462339107,0.1472844379,0.3303798282,,3.19127576,1.832647478,0.5016111423,0.1689559148,0.000492056384,0.08278470287,0.6507515521,0.841150696,19.65649834,0.6957544276,,1.835436248,0.09249080835
SC4091E0-PSG@W#0,sleep_edfx_multiwindow,SC4091E0-PSG,ok,,2,100,12000,0.4090018724,0.3079552461,0.3112067166,0.4587002299,,-0.1233743337,1.092728818,0.7802378613,-0.02311784911,0.0006066269068,0.05728896414,0.5523707175,0.7322544324,39.47915448,0.8031199495,,0.3458738768,0.01959703834
SC4091E0-PSG@W#1,sleep_edfx_multiwindow,SC4091E0-PSG,ok,,2,100,12000,0.3573790189,0.3227009416,0.4212317223,1.08230304,,-0.4322097903,1.112536368,0.7818988253,-0.03854526515,0.0006637974593,0.05745684561,0.5499160332,0.7387218676,39.95073879,0.7979997199,,0.2293016015,-0.001562232382
SC4091E0-PSG@W#2,sleep_edfx_multiwindow,SC4091E0-PSG,ok,,2,100,12000,0.3547550736,0.3396772868,0.4304321836,1.088498366,,-0.3303454877,1.081856605,0.7848055124,0.008932519767,0.001148679926,0.05429999998,0.5169761959,0.7995615228,40.42795412,0.8156216695,,0.1855672448,0.009591022652
SC4092E0-PSG@N2#0,sleep_edfx_multiwindow,SC4092E0-PSG,ok,,2,100,12000,0.6359908001,0.02840875057,0.4405082505,5.784617259,,1.906593474,1.536201844,0.6149719386,0.09650875282,0.0006829300453,0.08614872723,0.52535388,0.6597978541,15.61972844,0.7414251003,,1.877747764,0.3803778342
SC4092E0-PSG@N2#1,sleep_edfx_multiwindow,SC4092E0-PSG,ok,,2,100,12000,0.6400244827,0.02495393321,0.3705784065,2.523643931,,2.052794034,1.656737223,0.6058366363,0.1192987756,0.0004742377653,0.07289702655,0.6107010143,0.6614842856,15.18067512,0.695926252,,2.01896391,0.382119754
SC4092E0-PSG@N2#2,sleep_edfx_multiwindow,SC4092E0-PSG,ok,,2,100,12000,0.6669991555,0.0229170625,0.3473951401,2.047602493,,2.102116352,1.690449122,0.5514400638,0.1139395167,0.001098671635,0.08347168702,0.5991112758,0.6783267184,14.90152358,0.7067330028,,2.049855341,0.4866975424
SC4092E0-PSG@N3#0,sleep_edfx_multiwindow,SC4092E0-PSG,ok,,2,100,12000,0.8674318157,0.004394772779,0.1243613361,0.3233252878,,1.594597767,2.599859006,0.3014649746,0.3109001724,0.0007475883415,0.01963436464,0.8994071832,0.7288819125,6.670856794,0.48067868,,2.735937362,0.3850143373
SC4092E0-PSG@N3#1,sleep_edfx_multiwindow,SC4092E0-PSG,ok,,2,100,12000,0.8537865414,0.004355825443,0.1320144589,0.3507546322,,1.701567293,2.638107431,0.3297013634,0.3214043943,0.0009027690542,0.02006334741,0.8996394943,0.6817663221,6.571252965,0.4862120643,,2.763288434,0.3895869377
SC4092E0-PSG@N3#2,sleep_edfx_multiwindow,SC4092E0-PSG,ok,,2,100,12000,0.8552249928,0.00470171127,0.119102755,0.3046379074,,1.607231526,2.577830454,0.3072783488,0.308027027,0.000837215125,0.01969122077,0.8951998154,0.7183274872,6.653156979,0.4946985396,,2.704763023,0.4340880922
SC4092E0-PSG@REM#0,sleep_edfx_multiwindow,SC4092E0-PSG,ok,,2,100,12000,0.5499041658,0.08464558182,0.3131462092,1.181723788,,2.519117269,1.589443046,0.6324120611,0.1172399542,0.0002796769439,0.1030061421,0.5316961193,0.7374249142,28.02192823,0.783742387,,1.516944095,0.1734487272
SC4092E0-PSG@REM#1,sleep_edfx_multiwindow,SC4092E0-PSG,ok,,2,100,12000,0.5678214457,0.121662268,0.5227405477,12.12660289,,1.558848133,1.531480119,0.6108195284,0.0590736332,0.0003281773657,0.1239557239,0.5078884373,0.7597020277,33.2094966,0.7990373855,,1.428070068,0.262194314
SC4092E0-PSG@REM#2,sleep_edfx_multiwindow,SC4092E0-PSG,ok,,2,100,12000,0.5520159144,0.07398329172,0.2619066788,0.8176202263,,2.762074101,1.599419675,0.6124804925,0.08799775009,0.0003611287794,0.0906249318,0.5825457768,0.7486458092,25.17508692,0.7587196799,,1.623203442,0.1356375806
SC4092E0-PSG@W#0,sleep_edfx_multiwindow,SC4092E0-PSG,ok,,2,100,12000,0.2441729307,0.4352491121,0.3032012242,0.2064957776,,-0.4456800476,0.8632659689,0.8707604019,-0.1046605335,0.0007381330316,0.06723641861,0.3629118223,0.7165375937,41.88656627,0.9020000217,,-0.06690767627,0.000327004429
SC4092E0-PSG@W#1,sleep_edfx_multiwindow,SC4092E0-PSG,ok,,2,100,12000,0.1712111118,0.5020521449,0.3913579817,0.3901705847,,-0.4250695243,0.6939228991,0.9023187188,-0.07301284249,0.0006788072032,0.07182104718,0.2521529678,0.7192483801,42.5270334,0.9513008684,,-0.1404238283,-0.000447981172
SC4092E0-PSG@W#2,sleep_edfx_multiwindow,SC4092E0-PSG,ok,,2,100,12000,0.2321781803,0.4737589429,0.4258791867,0.6077155695,,-0.3254455311,0.734931434,0.8989967907,-0.1275601477,0.0007544072517,0.07455672617,0.3116039033,0.7310103556,42.34992272,0.9213937146,,-0.05756800024,0.001960829962
SC4111E0-PSG@N2#0,sleep_edfx_multiwindow,SC4111E0-PSG,ok,,2,100,12000,0.6035657438,0.09398920118,0.4958989827,8.785574974,,0.4234952801,1.910737859,0.2865162982,0.03840920309,0.000685123204,0.05082560936,0.7026322833,0.6819822848,28.69068322,0.6403138861,,1.772434023,0.003065225692
SC4111E0-PSG@N2#1,sleep_edfx_multiwindow,SC4111E0-PSG,ok,,2,100,12000,0.5951325446,0.1077209958,0.4763221241,5.448419995,,-0.2900664993,1.784011824,0.313506964,0.03386647923,0.0003384576995,0.04753625011,0.6983013196,0.7082187359,35.19401911,0.672086919,,1.253336107,-0.0004215308163
SC4111E0-PSG@N2#2,sleep_edfx_multiwindow,SC4111E0-PSG,ok,,2,100,12000,0.5860705558,0.08894675938,-0.1235063451,-0.5059321293,,0.6094473029,1.807892209,0.3047869027,0.07055990823,0.0004364551877,0.06448754473,0.6447010556,0.591800317,32.05746491,0.6745785974,,1.716257127,0.002553028703
SC4111E0-PSG@N3#0,sleep_edfx_multiwindow,SC4111E0-PSG,ok,,2,100,12000,0.8768866474,0.003051336428,0.1489591754,0.4181722036,,1.581943135,2.89848505,0.3259641943,0.3065545091,0.0007561776155,0.01756899333,0.9213942396,0.7476547937,5.231118076,0.4211006829,,2.873663613,0.4032615419
SC4111E0-PSG@N3#1,sleep_edfx_multiwindow,SC4111E0-PSG,ok,,2,100,12000,0.8870061373,0.002990900333,0.08333642815,0.1957173555,,1.371886419,2.899633357,0.3380061837,0.3192649364,0.0007926665592,0.0172810468,0.9225121458,0.7590156801,5.171698493,0.4155987354,,2.900940866,0.4002218158
SC4111E0-PSG@N3#2,sleep_edfx_multiwindow,SC4111E0-PSG,ok,,2,100,12000,0.8839089763,0.003087373022,0.1197991265,0.3097763592,,1.417868417,2.912235444,0.3234727482,0.294429928,0.0007640856423,0.01608124087,0.9280643644,0.7503569886,4.929679986,0.4027465114,,2.885982847,0.4628077142
SC4111E0-PSG@REM#0,sleep_edfx_multiwindow,SC4111E0-PSG,ok,,2,100,12000,0.5579281021,0.08338911474,-0.182982954,-0.8160521594,,1.084954799,1.805112949,0.348387209,0.07618833447,0.0006645288966,0.08046824749,0.5860003476,0.562466902,32.3850065,0.7403064036,,1.525333438,-0.0004347949805
SC4111E0-PSG@REM#1,sleep_edfx_multiwindow,SC4111E0-PSG,ok,,2,100,12000,0.5659216036,0.07559724402,-0.1632479739,-0.6725014437,,0.9388443451,1.832553476,0.3608444393,0.04562527527,0.0004449018466,0.08670422807,0.6084115121,0.5594371506,31.61223505,0.7177463147,,1.544758269,0.08997561917
SC4111E0-PSG@REM#2,sleep_edfx_multiwindow,SC4111E0-PSG,ok,,2,100,12000,0.5635175877,0.08094741828,-0.1674729635,-0.7120161051,,0.9572110627,1.857164993,0.350463414,0.07634044398,0.0005203881349,0.08472707977,0.6006656757,0.5700197144,31.90350542,0.7347150028,,1.517854008,0.07132918084
SC4111E0-PSG@W#0,sleep_edfx_multiwindow,SC4111E0-PSG,ok,,2,100,12000,0.4279597827,0.310878566,0.4043138016,0.9910365017,,-0.3981722331,1.282494647,0.699265864,0.03071518186,0.0004418856187,0.05448543808,0.5453605159,0.7507058969,40.22937321,0.7973181255,,0.3664296058,-0.001890083129
SC4111E0-PSG@W#1,sleep_edfx_multiwindow,SC4111E0-PSG,ok,,2,100,12000,0.4322029671,0.3307177827,0.426527316,1.093525529,,-0.5728470848,1.245788627,0.665216101,0.03198777803,0.001046004519,0.05631391915,0.5263851093,0.73140649,41.04542607,0.7974379037,,0.3780307523,-0.001199208298
SC4111E0-PSG@W#2,sleep_edfx_multiwindow,SC4111E0-PSG,ok,,2,100,12000,0.4385476441,0.3207778879,0.450081822,1.377475358,,-0.2255158727,1.244237708,0.6917915258,-0.01583265284,0.001386957595,0.05621784436,0.525347123,0.7858675069,40.94249086,0.8078541055,,0.4059229856,0.01465727947
SC4112E0-PSG@N2#0,sleep_edfx_multiwindow,SC4112E0-PSG,ok,,2,100,12000,0.7297002344,0.01881688714,0.4097345584,4.016359093,,1.062672717,2.063282993,0.5526857868,0.1382293582,0.0002987920423,0.07360792052,0.6773002241,0.6849350181,13.63108542,0.627206368,,2.121582945,0.1926410042
SC4112E0-PSG@N2#1,sleep_edfx_multiwindow,SC4112E0-PSG,ok,,2,100,12000,0.7207648021,0.01620809721,0.3848371342,3.056238468,,1.188300492,2.094281536,0.524864639,0.1151032354,0.0002669952387,0.07102038424,0.6961416226,0.760016622,13.58033192,0.6227913343,,2.161182868,0.3197595367
SC4112E0-PSG@N2#2,sleep_edfx_multiwindow,SC4112E0-PSG,ok,,2,100,12000,0.7277040346,0.01729974476,0.3883802551,3.157325944,,1.209498044,2.065309569,0.5452114486,0.125378992,0.0007359890009,0.07394118191,0.6878422252,0.7359517757,13.6040174,0.6321763605,,2.179171033,0.344313509
SC4112E0-PSG@N3#0,sleep_edfx_multiwindow,SC4112E0-PSG,ok,,2,100,12000,0.8231031123,0.006469869858,0.008995501003,0.01165541573,,1.132940978,2.563360706,0.3064478668,0.3005556647,0.0009499799329,0.03992287384,0.8573808621,0.7454223056,9.405459165,0.4795732396,,2.62102712,0.4622988185
SC4112E0-PSG@N3#1,sleep_edfx_multiwindow,SC4112E0-PSG,ok,,2,100,12000,0.8554853372,0.005385664856,0.1696201302,0.5011737576,,1.048715011,2.699010256,0.2944058774,0.2693167472,0.001289928439,0.02396782287,0.8965722613,0.7642040515,6.6022791,0.4368756499,,2.665632959,0.4497694639
SC4112E0-PSG@N3#2,sleep_edfx_multiwindow,SC4112E0-PSG,ok,,2,100,12000,0.8257662819,0.006763289763,0.1672030237,0.4873045713,,0.9197548631,2.587088995,0.3251337123,0.2598174019,0.001186541491,0.03946338832,0.8519125196,0.7318417093,9.248311504,0.5036664214,,2.645381786,0.4524528711
SC4112E0-PSG@REM#0,sleep_edfx_multiwindow,SC4112E0-PSG,ok,,2,100,12000,0.6773658738,0.0390861056,0.3827039708,2.653926881,,1.512925946,1.923459663,0.596701334,0.09432003916,0.00033270181,0.0641934642,0.62730668,0.8106009589,18.061256,0.7007909836,,1.818292387,0.1796767279
SC4112E0-PSG@REM#1,sleep_edfx_multiwindow,SC4112E0-PSG,ok,,2,100,12000,0.6735068763,0.03706037756,0.4008947755,3.250420736,,1.492482625,1.903762918,0.5925489239,0.09084660654,0.0004887569225,0.07284351159,0.6261522356,0.7540130457,17.5626445,0.6938503288,,1.839209732,0.1880939794
SC4112E0-PSG@REM#2,sleep_edfx_multiwindow,SC4112E0-PSG,ok,,2,100,12000,0.6614396923,0.03727153565,0.3242063009,1.571626657,,1.610493151,1.819788532,0.5975318161,0.08771063127,0.000417862415,0.101752496,0.5819244571,0.8330368798,17.81214818,0.7147331584,,1.83740659,0.1935991947
SC4112E0-PSG@W#0,sleep_edfx_multiwindow,SC4112E0-PSG,ok,,2,100,12000,0.4442345534,0.2891477154,0.3986609239,1.033239945,,-0.43572215,1.290458066,0.7175364685,0.05417943905,0.001875388989,0.05197592029,0.5959885291,0.6115213513,38.36622499,0.7654992389,,0.5472385336,0.009792423867
